text;style
"É esse o sentido das Escrituras quando dizem: “As coisas que as pessoas jamais viram; nem ouviram; nem sequer puderam imaginar; foram as que Deus preparou para os que o amam. ”";arcaico
"Quando também o que tem o fluxo cuspir sobre um limpo; então; lavará este as suas vestes; e se banhará em água; e será imundo até à tarde.";arcaico
"Então; os filhos de Israel partiram e alojaram-se em Obote.";arcaico
"Por isso; Deus os abandonou a si mesmos; deixando-os entregar-se a toda a espécie de perversões dos seus instintos; fazendo até coisas indignas com os corpos uns dos outros.";arcaico
"E; ao oitavo dia da sua purificação; os trará ao sacerdote; à porta da tenda da congregação; perante o Senhor.";arcaico
"E as vestes santas; que são de Arão; serão de seus filhos depois dele; para serem ungidos neles e sagrados neles.";arcaico
"Sucedeu; pois; que; sendo já o reino confirmado na sua mão; matou os seus servos que tinham matado o rei; seu pai.";arcaico
"E os filhos de Israel; e os sacerdotes; e os levitas; e o resto dos filhos do cativeiro fizeram a consagração desta Casa de Deus com alegria.";arcaico
"a saber; um rosto de homem olhava para a palmeira de uma banda; e um rosto de leãozinho; para a palmeira da outra; assim foi feito por toda a casa em redor.";arcaico
"Foi esse o principal motivo que levou tantos a saírem ao seu encontro; por terem ouvido dizer que se fizera um tal sinal.";arcaico
E disse Abraão a Deus: Tomara que viva Ismael diante de teu rosto!;arcaico
"Se retive o que os pobres desejavam ou fiz desfalecer os olhos da viúva;";arcaico
"Falou Daniel e disse: Seja bendito o nome de Deus para todo o sempre; porque dele é a sabedoria e a força;";arcaico
"para o fazer assentar com os príncipes; sim; com os príncipes do seu povo;";arcaico
"Um faz diferença entre dia e dia; mas outro julga iguais todos os dias. Cada um esteja inteiramente seguro em seu próprio ânimo.";arcaico
"Levanta-te; vai a Padã-Arã; à casa de Betuel; pai de tua mãe; e toma de lá uma mulher das filhas de Labão; irmão de tua mãe.";arcaico
"Seria grande a nossa deceção; e vossa também certamente; se alguns destes irmãos macedónios viessem comigo e verificassem que; afinal; nada tinham preparado; depois de tudo o que eu lhes disse.";arcaico
"Os homens que estavam à mesa murmuraram entre si: “Quem imagina ele que é; para se pôr a perdoar pecados? ”";arcaico
"Mas os lavradores assaltaram-nos; espancaram um; mataram outro e apedrejaram um terceiro.";arcaico
"Honroso é para o homem o desviar-se de questões; mas todo tolo se entremete nelas.";arcaico
"Tu; pois; ó filho do homem; mostra à casa de Israel esta casa; para que se envergonhe das suas maldades; sirva-lhe ela de modelo.";arcaico
"Tão somente tende cuidado de guardar com diligência o mandamento e a lei que Moisés; o servo do Senhor; vos mandou: que ameis ao Senhor; vosso Deus; e andeis em todos os seus caminhos; e guardeis os seus mandamentos; e vos achegueis a ele; e o sirvais com todo o vosso coração e com toda a vossa alma.";arcaico
"Mas Israel estendeu a sua mão direita e a pôs sobre a cabeça de Efraim; ainda que era o menor; e a sua esquerda sobre a cabeça de Manassés; dirigindo as suas mãos avisadamente; ainda que Manassés era o primogênito.";arcaico
"Ora; o mais dos atos de Joás e tudo quanto fez mais; porventura; não estão escritos no livro das Crônicas dos Reis de Judá?";arcaico
"Eu; em verdade; tenho-vos batizado com água; ele; porém; vos batizará com o Espírito Santo. O batismo e a tentação de Jesus (B)";arcaico
"Eis o conselho que vos dou: andem debaixo da direção do Espírito e; dessa forma; não darão satisfação aos apelos da vossa natureza pecaminosa.";arcaico
E houve guerra entre Roboão e Jeroboão todos os seus dias.;arcaico
"Mas Jesus respondeu: “As raposas têm tocas e as aves têm ninhos; eu; porém; o Filho do Homem; não possuo lar próprio nem sítio onde repousar a cabeça. ”";arcaico
"Por ti tenho sido sustentado desde o ventre; tu és aquele que me tiraste do ventre de minha mãe; o meu louvor será para ti constantemente.";arcaico
"Sucedeu isso no dia treze do mês de adar; e repousaram no dia catorze do mesmo e fizeram daquele dia dia de banquetes e de alegria.";arcaico
"que faz justiça ao órfão e à viúva e ama o estrangeiro; dando-lhe pão e veste.";arcaico
"Cala-te diante do Senhor Jeová; porque o dia do Senhor está perto; porque o Senhor preparou o sacrifício e santificou os seus convidados.";arcaico
"O Senhor dos Exércitos os amparará; e comerão; depois que os tiverem sujeitado; as pedras da funda; também beberão e farão barulho como excitados pelo vinho; e encher-se-ão como taças; como os cantos do altar.";arcaico
"Mas contigo estabelecerei o meu pacto; e entrarás na arca; tu e os teus filhos; e a tua mulher; e as mulheres de teus filhos contigo.";arcaico
"Viva a minha alma e louvar-te-á; ajudem-me os teus juízos.";arcaico
"Vinde; meninos; ouvi-me; eu vos ensinarei o temor do Senhor.";arcaico
"Quando ouvirem falar em guerras e insurreições; que o pânico não se apodere de vocês. De facto; estas coisas têm de acontecer; mas o fim não chegará imediatamente.";arcaico
"Todavia; é vosso costume pedir-me que solte alguém da prisão todos os anos pela Páscoa. ” E perguntou: “Então; não querem que vos solte o rei dos judeus? ”";arcaico
"E farei em ti o que nunca fiz e o que jamais farei; por causa de todas as tuas abominações.";arcaico
"E acontecerá; naquele dia; que os profetas se envergonharão; cada um da sua visão; quando profetizarem; nem mais se vestirão de manto de pelos; para mentirem.";arcaico
"Depois disso; José de Arimateia (o que era discípulo de Jesus; mas oculto; por medo dos judeus) rogou a Pilatos que lhe permitisse tirar o corpo de Jesus. E Pilatos lho permitiu. Então; foi e tirou o corpo de Jesus.";arcaico
"porque haverá; então; grande aflição; como nunca houve desde o princípio do mundo até agora; nem tampouco haverá jamais.";arcaico
"Todavia; ninguém contenda; nem qualquer repreenda; porque o teu povo é como os que contendem com o sacerdote.";arcaico
"Não nos cansemos então de fazer o bem; porque a seu tempo viremos a recolher muitas bênçãos; se formos perseverantes.";arcaico
"Os judeus começaram a fazer uma campanha contra Jesus; dizendo que transgredia a lei de descanso no dia de sábado.";arcaico
"tomaram todos os seus homens e foram pelejar contra Ismael; filho de Netanias; e acharam-no ao pé das muitas águas que há em Gibeão.";arcaico
E porei o meu concerto entre mim e ti e te multiplicarei grandissimamente.;arcaico
Jesus disse-lhes: “Voltem para João e contem-lhe o que estão a ouvir e a ver:;arcaico
"Agora cinge os teus lombos como homem; e perguntar-te-ei; e; tu; responde-me.";arcaico
"Oh; gente obstinada! Vocês são pagãos de coração e surdos à verdade. Irão resistir para sempre ao Espírito Santo? Já os vossos pais o fizeram e vocês também!";arcaico
"E; indo os que haviam sido mandados; acharam como lhes dissera.";arcaico
"E disse o Senhor a Gideão: Ainda muito povo há; faze-os descer às águas; e ali tos provarei; e será que aquele de que eu te disser: Este irá contigo; esse contigo irá; porém todo aquele de que eu te disser: Este não irá contigo; esse não irá.";arcaico
Falo-vos como a pessoas que sabem entender as coisas. Vejam vocês mesmos se o que vou dizer-vos está certo ou não.;arcaico
"Quando por alguém fores convidado às bodas; não te assentes no primeiro lugar; para que não aconteça que esteja convidado outro mais digno do que tu;";arcaico
"pela mulher aborrecida; quando se casa; e pela serva; quando fica herdeira da sua senhora.";arcaico
"E eu disse: Senhor meu; quem são estes? E disse-me o anjo que falava comigo: Eu te mostrarei quem estes são.";arcaico
"E; saindo ele; vieram os seus servos e viram; e eis que as portas do cenáculo estavam fechadas; e disseram: Sem dúvida está cobrindo seus pés na recâmara do cenáculo fresco.";arcaico
"E cairá a espada sobre as suas cidades; e consumirá os seus ferrolhos; e os devorará; por causa dos seus conselhos.";arcaico
"E o Senhor ouviu a voz de Elias; e a alma do menino tornou a entrar nele; e reviveu.";arcaico
"pois que um amigo meu chegou a minha casa; vindo de caminho; e não tenho o que apresentar-lhe;";arcaico
"Isso terão em recompensa da sua soberba; porque escarneceram e se engrandeceram contra o povo do Senhor dos Exércitos.";arcaico
"Apartai-vos de mim; malfeitores; para que guarde os mandamentos do meu Deus.";arcaico
"E dizia cada um ao seu companheiro: Vinde; e lancemos sortes; para que saibamos por que causa nos sobreveio este mal. E lançaram sortes; e a sorte caiu sobre Jonas.";arcaico
"o quinto; sardônica; o sexto; sárdio; o sétimo; crisólito; o oitavo; berilo; o nono; topázio; o décimo; crisópraso; o undécimo; jacinto; o duodécimo; ametista.";arcaico
"Então; o Senhor me disse: Não o temas; porque a ele; e a todo o seu povo; e a sua terra tenho dado na tua mão; e far-lhe-ás como fizeste a Seom; rei dos amorreus; que habitava em Hesbom.";arcaico
"Mas eles não deram ouvidos; nem inclinaram os ouvidos; para se converterem da sua maldade; para não queimarem incenso a deuses estranhos.";arcaico
"Porque conheço as suas obras e os seus pensamentos! O tempo vem; em que ajuntarei todas as nações e línguas; e virão e verão a minha glória.";arcaico
"E tinha um grande e alto muro com doze portas; e; nas portas; doze anjos; e nomes escritos sobre elas; que são os nomes das doze tribos de Israel.";arcaico
"Porquanto te esqueceste do Deus da tua salvação e não te lembraste da rocha da tua fortaleza; pelo que bem plantarás plantas formosas e as cercarás de sarmentos estranhos:";arcaico
"Invocarei o nome do Senhor; que é digno de louvor; e ficarei livre dos meus inimigos.";arcaico
"Vendo; pois; a jumenta o Anjo do Senhor; apertou-se contra a parede e apertou contra a parede o pé de Balaão; pelo que tornou a espancá-la.";arcaico
"e o degolou; e Moisés tomou do seu sangue e o pôs sobre a ponta da orelha direita de Arão; e sobre o polegar da sua mão direita; e sobre o polegar do seu pé direito.";arcaico
"Sete dias celebrarás a festa ao Senhor; teu Deus; no lugar que o Senhor escolher; porque o Senhor; teu Deus; te há de abençoar em toda a tua colheita e em toda obra das tuas mãos; pelo que te alegrarás certamente.";arcaico
Jesus parou e mandou que lhe trouxessem o cego. E perguntou-lhe:;arcaico
"A sua esperança fica frustrada; e a sua confiança será como a teia de aranha;";arcaico
Por que estamos nós também a toda hora em perigo?;arcaico
"Falou o Senhor acerca de vós; ó resto de Judá: Não entreis no Egito. Sabei; decerto; que testifiquei contra vós; hoje.";arcaico
"E eles disseram: O Deus dos hebreus nos encontrou; portanto; deixa-nos agora ir caminho de três dias ao deserto; para que ofereçamos sacrifícios ao Senhor e ele não venha sobre nós com pestilência ou com espada.";arcaico
"Mas a todos quantos o receberam deu-lhes o poder de serem feitos filhos de Deus: aos que creem no seu nome;";arcaico
"Une-te; pois; a Deus; e tem paz; e; assim; te sobrevirá o bem.";arcaico
"E Jesus; percebendo isso; disse: Por que arrazoais entre vós; homens de pequena fé; sobre o não vos terdes fornecido de pão?";arcaico
"Vive Deus; que desviou a minha causa; e o Todo-Poderoso; que amargurou a minha alma.";arcaico
Posso todas as coisas naquele que me fortalece.;arcaico
"O coração alegre serve de bom remédio; mas o espírito abatido virá a secar os ossos.";arcaico
todos os que se dirigem a ela não voltarão e não atinarão com as veredas da vida.;arcaico
"E o Senhor de ti desviará toda enfermidade; sobre ti não porá nenhuma das más doenças dos egípcios; que bem sabes; antes; as porá sobre todos os que te aborrecem.";arcaico
"E não atentará para os altares; obra das suas mãos; nem olhará para o que fizeram seus dedos; nem para os bosques; nem para as imagens do sol.";arcaico
"Porque é impossível que os que já uma vez foram iluminados; e provaram o dom celestial; e se fizeram participantes do Espírito Santo;";arcaico
"Então Pedro; cheio do Espírito Santo; disse-lhes: “Líderes e anciãos do povo:";arcaico
"E sucedeu que; ao sétimo dia; disseram à mulher de Sansão: Persuade a teu marido que nos declare o enigma; para que; porventura; não queimemos a fogo a ti e à casa de teu pai; chamastes-nos vós aqui para possuir o que é nosso; não é assim?";arcaico
"Assim; a herança não passará de uma tribo a outra; pois as tribos dos filhos de Israel se chegarão cada uma à sua herança.";arcaico
"Naquele dia; se dirá a Jerusalém: Não temas; ó Sião; não se enfraqueçam as tuas mãos.";arcaico
"Jesus; estendendo a mão; tocou-lhe e disse: “Sim; quero; sê curado! ” E ficou imediatamente curado da lepra.";arcaico
"Saudai a Amplíato; meu amado no Senhor.";arcaico
"E poderia ser que; apartando-me eu de ti; o Espírito do Senhor te tomasse; não sei para onde; e; vindo eu a dar as novas a Acabe; e não te achando ele; me mataria; porém eu; teu servo; temo ao Senhor desde a minha mocidade.";arcaico
"E aconteceu que; voltando ele; depois de ter tomado o reino; disse que lhe chamassem aqueles servos a quem tinha dado o dinheiro; para saber o que cada um tinha ganhado; negociando.";arcaico
"A noite está a passar e o dia do seu regresso começa a despontar. Eis porque devemos abandonar as obras más das trevas e armar-nos de uma vida reta; como é próprio de quem vive na luz.";arcaico
"E levantei os meus olhos; e olhei; e vi quatro chifres.";arcaico
"O seu coração está dividido; por isso; serão culpados; cortará os seus altares e destruirá as estátuas.";arcaico
"E disseram ao rei: Quanto ao homem que nos destruiu e procurou que fôssemos assolados; sem que pudéssemos subsistir em termo algum de Israel;";arcaico
"Então; disse Davi: Usarei de beneficência com Hanum; filho de Naás; como seu pai usou de beneficência comigo. E enviou Davi a consolá-lo; pelo ministério de seus servos; acerca de seu pai; e vieram os servos de Davi à terra dos filhos de Amom.";arcaico
"E; se alguma alma pecar por erro; para expiação do pecado oferecerá uma cabra de um ano.";arcaico
"Da opressão e do juízo foi tirado; e quem contará o tempo da sua vida? Porquanto foi cortado da terra dos viventes e pela transgressão do meu povo foi ele atingido.";arcaico
"Digo-vos que virá e matará os lavradores e arrendará a vinha a outros. ” “Esses homens nunca fariam uma coisas dessas! ”; protestaram os ouvintes.";arcaico
"Ele vos ensinará como tu e toda a tua casa se poderão salvar ’; tinha-lhe dito o anjo.";arcaico
"Então; olhei; e eis quatro rodas junto aos querubins; uma roda junto a cada querubim; e o aspecto das rodas era como cor de pedra de turquesa.";arcaico
E disse aos que estavam com ele: Tirai-lhe a mina e dai-a ao que tem dez minas.;arcaico
"Então; tomai a arca do Senhor; e ponde-a sobre o carro; e metei num cofre; ao seu lado; as figuras de ouro que lhe haveis de oferecer em expiação da culpa; e assim a enviareis; para que se vá.";arcaico
Os principais sacerdotes então atiçaram o povo para que exigisse a libertação de Barrabás em vez da de Jesus.;arcaico
"Sucedeu; pois; que; dando as portas de Jerusalém já sombra antes do sábado; ordenando-o eu; as portas se fecharam; e mandei que não as abrissem até passado o sábado; e pus às portas alguns de meus moços; para que nenhuma carga entrasse no dia de sábado.";arcaico
"Chamou; pois; Moisés a todos os anciãos de Israel e disse-lhes: Escolhei; e tomai vós cordeiros para vossas famílias; e sacrificai a Páscoa.";arcaico
"Por isso; também vos dei limpeza de dentes em todas as vossas cidades e falta de pão em todos os vossos lugares; contudo; não vos convertestes a mim; disse o Senhor.";arcaico
"Como o cervo que suspira pela sombra; e como o jornaleiro que espera pela sua paga;";arcaico
"Porque; se dalguma maneira vos apartardes; e vos achegardes ao resto destas nações que ainda ficou convosco; e com elas vos aparentardes; e vós a elas entrardes; e elas a vós;";arcaico
"Acabou-se; pois; o muro aos vinte e cinco de elul; em cinquenta e dois dias.";arcaico
"Porque Jó disse: Sou justo; e Deus tirou o meu direito.";arcaico
"E sucedeu; ao fim de três dias; que os príncipes passaram pelo meio do arraial";arcaico
"E fez Urias; o sacerdote; conforme tudo quanto o rei Acaz lhe ordenara.";arcaico
"Eu sou o Deus de Abraão; o Deus de Isaque e o Deus de Jacó? Ora; Deus não é Deus dos mortos; mas dos vivos.";arcaico
"Farás também cortinas de pelos de cabras por tenda sobre o tabernáculo; de onze cortinas a farás.";arcaico
É melhor confiar no Senhor do que confiar no homem.;arcaico
"Ouve a minha voz; segundo a tua benignidade; vivifica-me; ó Senhor; segundo o teu juízo.";arcaico
"E disse Abraão: Deus proverá para si o cordeiro para o holocausto; meu filho. Assim; caminharam ambos juntos.";arcaico
"E; depois; manifestou-se em outra forma a dois deles que iam de caminho para o campo.";arcaico
"E dize à terra de Israel: Assim diz o Senhor: Eis que sou contra ti; e tirarei a minha espada da bainha; e exterminarei do meio de ti o justo e o ímpio.";arcaico
"Orai por nós; porque confiamos que temos boa consciência; como aqueles que em tudo querem portar-se honestamente.";arcaico
"A filha do rei é toda ilustre no seu palácio; as suas vestes são de ouro tecido.";arcaico
"Jesus respondeu-lhes: “É certo que beberão do meu cálice; mas não me compete dizer quem se sentará à minha direita ou à minha esquerda. Esses lugares são para aqueles para quem eles foram preparados pelo meu Pai. ”";arcaico
"E; retirando-se o anjo que lhe falava; chamou dois dos seus criados e a um piedoso soldado dos que estavam ao seu serviço.";arcaico
"E abriu o poço do abismo; e subiu fumaça do poço como a fumaça de uma grande fornalha e; com a fumaça do poço; escureceu-se o sol e o ar.";arcaico
"que os príncipes de Israel; os cabeças da casa de seus pais; os que foram príncipes das tribos; que estavam sobre os que foram contados; ofereceram;";arcaico
"Então; Moisés e Arão caíram sobre os seus rostos perante todo o ajuntamento dos filhos de Israel.";arcaico
Felizes os servos que estiverem vigiando assim. É realmente como vos digo: ele mesmo os sentará à mesa e os servirá!;arcaico
Como foram buscados os bens de Esaú! Como foram esquadrinhados os seus esconderijos!;arcaico
"Assim diz o Senhor dos Exércitos: Os filhos de Israel e os filhos de Judá foram oprimidos juntamente; todos os que os levaram cativos os retiveram e não os quiseram soltar.";arcaico
"Se disser: decerto que as trevas me encobrirão; então; a noite será luz à roda de mim.";arcaico
"Combati o bom combate; acabei a carreira; guardei a fé.";arcaico
"E transfigurou-se diante deles; e o seu rosto resplandeceu como o sol; e as suas vestes se tornaram brancas como a luz.";arcaico
"Desviando-se o justo da sua justiça e praticando iniquidade; morrerá nela.";arcaico
"De míngua e fome se debilitaram; e recolhiam-se para os lugares secos; tenebrosos; assolados e desertos.";arcaico
"Agora; pois; guarda-te de que bebas vinho ou bebida forte; nem comas coisa imunda.";arcaico
"Então; entraram todos os sábios do rei; mas não puderam ler a escritura; nem fazer saber ao rei a sua interpretação.";arcaico
"E foi porque Jesus Cristo executou a vontade de Deus; oferecendo uma só vez o seu próprio corpo em sacrifício; que nós somos limpos do pecado.";arcaico
"Fazem sair as suas crianças como a um rebanho; e seus filhos andam saltando.";arcaico
"E estava ali um certo homem chamado Simão; que anteriormente exercera naquela cidade a arte mágica e tinha iludido a gente de Samaria; dizendo que era uma grande personagem;";arcaico
"Mas agora Deus mostrou-nos como ser justos aos seus olhos; não por obedecermos à Lei; mas pela maneira prometida pela Lei e pelos profetas há muito tempo.";arcaico
"Enquanto falava; uma mulher de entre a multidão gritou: “Bendita seja a tua mãe; o ventre de que nasceste e o peito que te deu leite! ”";arcaico
"E aqueles que iam adiante e os que seguiam clamavam; dizendo: Hosana! Bendito o que vem em nome do Senhor!";arcaico
"E respondeu toda a congregação e disse em altas vozes: Assim seja; conforme as tuas palavras; nos convém fazer.";arcaico
"Ainda não resististes até ao sangue; combatendo contra o pecado.";arcaico
"Filipe aproximou-se a correr e; ouvindo o que lia; perguntou-lhe: “Compreendes o que lês? ”";arcaico
E qualquer que receber em meu nome uma criança tal como esta a mim me recebe.;arcaico
"Porque desde a antiguidade não se ouviu; nem com ouvidos se percebeu; nem com os olhos se viu um Deus além de ti; que trabalhe para aquele que nele espera.";arcaico
"E Jônatas fez jurar a Davi de novo; porquanto o amava; porque o amava com todo o amor da sua alma.";arcaico
"Todos os artífices de imagens de escultura são vaidade; e as suas coisas mais desejáveis são de nenhum préstimo; e suas mesmas testemunhas nada veem; nem entendem; para que eles sejam confundidos.";arcaico
"E os filhos de Israel fizeram assim; e os lançaram fora do arraial; como o Senhor falara a Moisés; assim fizeram os filhos de Israel.";arcaico
"E partiram os filhos de Israel de Beerote-Benê-Jaacã a Mosera. Ali; faleceu Arão e ali foi sepultado. E Eleazar; seu filho; administrou o sacerdócio em seu lugar.";arcaico
"Eu sararei a sua perversão; eu voluntariamente os amarei; porque a minha ira se apartou deles.";arcaico
"Saudai a Rufo; eleito no Senhor; e a sua mãe e minha.";arcaico
"Agora os judeus não creram na mensagem; para que vocês pudessem experimentar a sua misericórdia; mas virá o dia em que eles também participarão dela.";arcaico
"Para começar; foi-lhe trazido um que lhe devia";arcaico
"Assim; os filisteus foram abatidos e nunca mais vieram aos termos de Israel; porquanto foi a mão do Senhor contra os filisteus todos os dias de Samuel.";arcaico
"Ali; no inferno; viu Lázaro lá longe com Abraão.";arcaico
"Pois possuíste o meu interior; entreteceste-me no ventre de minha mãe.";arcaico
"E os filhos de Israel fizeram assim. E José deu-lhes carros; conforme o mandado de Faraó; também lhes deu comida para o caminho.";arcaico
"E dali subiu a Penuel e falou-lhes da mesma maneira; e os homens de Penuel lhe responderam como os homens de Sucote lhe haviam respondido.";arcaico
"Assim diz o Senhor: Por três transgressões de Judá e por quatro; não retirarei o castigo; porque rejeitaram a lei do Senhor e não guardaram os seus estatutos; antes; se deixaram enganar por suas próprias mentiras; após as quais andaram seus pais.";arcaico
"Tenho; porém; contra ti que deixaste o teu primeiro amor.";arcaico
"Para se conhecer a sabedoria e a instrução; para se entenderem as palavras da prudência;";arcaico
E isto vos será por sinal: achareis o menino envolto em panos e deitado numa manjedoura.;arcaico
"então; começareis a dizer: Temos comido e bebido na tua presença; e tu tens ensinado nas nossas ruas.";arcaico
"porque eu livrava o miserável; que clamava; como também o órfão que não tinha quem o socorresse.";arcaico
"Porque assim diz o Senhor Jeová: Eis que eu te entregarei na mão dos que aborreces; na mão daqueles de quem se tinha apartado a tua alma.";arcaico
"Outras caíram entre espinhos que em pouco tempo sufocaram os rebentos; pelo que não deram grão.";arcaico
Quem jamais ouviu tal coisa? Quem viu coisas semelhantes? Poder-se-ia fazer nascer uma terra em um só dia? Nasceria uma nação de uma só vez? Mas Sião esteve de parto e já deu à luz seus filhos.;arcaico
"Tenho ouvido muitas coisas como estas; todos vós sois consoladores molestos.";arcaico
"Quando uma pessoa realiza uma obra; o seu salário não é uma oferta; mas um dívida que se tem para com ela.";arcaico
Todos os nossos inimigos abriram contra nós a sua boca.;arcaico
"Escutai vós; pois; a parábola do semeador.";arcaico
"O que ficar nesta cidade há de morrer à espada; ou à fome; ou da pestilência; mas o que sair e se render aos caldeus; que vos têm cercado; viverá e terá a sua vida por despojo.";arcaico
E logo correu a sua fama por toda a província da Galileia. A cura da sogra de Pedro (E);arcaico
"E falei e disse ao anjo que falava comigo; dizendo: Senhor meu; que é isto?";arcaico
"E o sacerdote queimará isso sobre o altar; manjar é da oferta queimada; de cheiro suave. Toda a gordura será do Senhor.";arcaico
"E ordenou-lhes; dizendo: Assim direis a meu senhor Esaú: Assim diz Jacó; teu servo: Como peregrino morei com Labão e me detive lá até agora.";arcaico
"Lance o credor mão de tudo quanto tenha; e despojem-no os estranhos do seu trabalho.";arcaico
"ajuntai-vos e ouvi; filhos de Jacó; e ouvi a Israel; vosso pai:";arcaico
"Uma coisa disse Deus; duas vezes a ouvi: que o poder pertence a Deus.";arcaico
"Mas tu; ó filho do homem; ouve o que eu te digo; não sejas rebelde como a casa rebelde; abre a boca e come o que eu te dou.";arcaico
"Saiu; pois; o povo ao campo; a encontrar-se com Israel; e deu-se a batalha no bosque de Efraim.";arcaico
"E levantou-me o Espírito e me levou ao átrio interior; e eis que a glória do Senhor encheu o templo.";arcaico
"No princípio do reinado de Zedequias; filho de Josias; rei de Judá; veio; da parte do Senhor; esta palavra a Jeremias; dizendo:";arcaico
"Assim; os filhos de Rúben; e os filhos de Gade; e a meia tribo de Manassés voltaram e partiram dos filhos de Israel; de Siló; que está na terra de Canaã; para irem à terra de Gileade; à terra da sua possessão; de que foram feitos possuidores; conforme o dito do Senhor; pelo ministério de Moisés. O altar do testemunho";arcaico
"E enviou à cidade mensageiros; a Acabe; rei de Israel.";arcaico
"Pois se perdoarem aos homens as suas transgressões; o vosso Pai celestial também vos perdoará as vossas;";arcaico
"E Ismael levou cativo a todo o resto do povo que estava em Mispa; as filhas do rei; e todo o povo que ficara em Mispa; que Nebuzaradã; capitão da guarda; havia confiado a Gedalias; filho de Aicão; levou-os cativos Ismael; filho de Netanias; e foi-se; para passar aos filhos de Amom.";arcaico
"Mas o justo viverá da fé; e; se ele recuar; a minha alma não tem prazer nele.";arcaico
"E ele é a propiciação pelos nossos pecados e não somente pelos nossos; mas também pelos de todo o mundo. A observação dos mandamentos. O amor fraternal. A separação do mundo";arcaico
"E disse ele: As cidades que meu pai tomou de teu pai tas restituirei; e faze para ti ruas em Damasco; como meu pai as fez em Samaria. E eu; respondeu Acabe; te deixarei ir com esta aliança. E fez com ele aliança e o deixou ir.";arcaico
"E; entendendo ele a sua astúcia; disse-lhes: Por que me tentais?";arcaico
"A Festa dos Tabernáculos guardarás sete dias; quando colheres da tua eira e do teu lagar.";arcaico
"Minha alma; certamente; se lembra e se abate dentro de mim.";arcaico
"Então; o sacerdote ungido tomará do sangue do novilho e o trará à tenda da congregação;";arcaico
"ensinando-nos a viver com domínio de nós próprios; com justiça e piedade; renunciando às paixões da vida humana.";arcaico
"Então; saberão as nações que ficarem de resto em redor de vós que eu; o Senhor; tenho reedificado as cidades destruídas e plantado o que estava devastado; eu; o Senhor; o disse e o farei.";arcaico
Também se juntaram com Baal-Peor e comeram os sacrifícios dos mortos.;arcaico
"Assim reconheceremos que nos conduzimos de acordo com a verdadeira mensagem cristã e a nossa consciência estará tranquila; na presença de Deus.";arcaico
"Então; se levantou ela com as suas noras e voltou dos campos de Moabe; porquanto; na terra de Moabe; ouviu que o Senhor tinha visitado o seu povo; dando-lhe pão.";arcaico
"Então; o rei Roboão enviou a Adorão; que estava sobre os tributos; e todo o Israel o apedrejou com pedras e morreu; mas o rei Roboão se animou a subir ao seu carro para fugir para Jerusalém.";arcaico
"interrogando-se sobre o tempo e a que circunstâncias o Espírito de Cristo; que estava neles; se referia. Porque os levava a escrever sobre acontecimentos que haveriam de ter lugar com Cristo; os seus sofrimentos e a glória que haveria de seguir-se.";arcaico
"Então; Ló escolheu para si toda a campina do Jordão e partiu Ló para o Oriente; e apartaram-se um do outro.";arcaico
"Depois; a tribo de Naftali; e Aira; filho de Enã; será príncipe dos filhos de Naftali.";arcaico
Porque convém que reine até que haja posto a todos os inimigos debaixo de seus pés.;arcaico
"Porquanto; o que era impossível à lei; visto como estava enferma pela carne; Deus; enviando o seu Filho em semelhança da carne do pecado; pelo pecado condenou o pecado na carne;";arcaico
"Um homem chamado José; membro do supremo tribunal; homem de bem e justo;";arcaico
a sua boca está cheia de maldição e amargura.;arcaico
"Todo aquele que puder ouvir; que ouça o que o Espírito diz às igrejas. A mensagem para a igreja em Filadélfia";arcaico
"E; tendo dito isso; voltou-se para trás e viu Jesus em pé; mas não sabia que era Jesus.";arcaico
Eis que assim será abençoado o homem que teme ao Senhor!;arcaico
"Estabeleceste todos os limites da terra; verão e inverno; tu os formaste.";arcaico
"E; depois dele; Sama; filho de Agé; o hararita; quando os filisteus se ajuntaram numa multidão; onde havia um pedaço de terra cheio de lentilhas; e o povo fugira de diante dos filisteus.";arcaico
E outra vez neste lugar: Não entrarão no meu repouso.;arcaico
"Por causa disso; há entre vós muitos fracos e doentes e muitos que dormem.";arcaico
"Então; rasgaram as suas vestes; e carregou cada um o seu jumento; e tornaram à cidade.";arcaico
"As parteiras; porém; temeram a Deus e não fizeram como o rei do Egito lhes dissera; antes; conservavam os meninos com vida.";arcaico
"Nem saireis da porta da tenda da congregação; para que não morrais; porque está sobre vós o azeite da unção do Senhor. E fizeram conforme a palavra de Moisés.";arcaico
"se eu levantei a mão contra o órfão; porque na porta via a minha ajuda;";arcaico
"E o sexto anjo derramou a sua taça sobre o grande rio Eufrates; e a sua água secou-se; para que se preparasse o caminho dos reis do Oriente.";arcaico
"E; no mesmo tempo; eu vos falei; dizendo: Eu sozinho não poderei levar-vos.";arcaico
Mostrem bondade em tudo o que fazem. Lembrem-se que o Senhor está perto.;arcaico
"nesta previsão; disse da ressurreição de Cristo; que a sua alma não foi deixada no Hades; nem a sua carne viu a corrupção.";arcaico
"Com a sua voz troveja Deus maravilhosamente; faz grandes coisas que nós não compreendemos.";arcaico
"Tu; Senhor; o viste; não te cales; Senhor; não te alongues de mim;";arcaico
"Oh! Deus dos Exércitos; volta-te; nós te rogamos; atende dos céus; e vê; e visita esta vinha;";arcaico
"Ao responderem-lhe que Jesus de Nazaré ia a passar;";arcaico
"Aquilo que já têm retenham-no; porém; até que eu venha.";arcaico
